,Common_Name,Symbol,Scientific_Name_x,Scientific_Name_y,Species,Category,Family,Family_Common_Name,xOrder,SubClass,Class,SubDivision,Division,SuperDivision,SubKingdom,Kingdom,Duration,Growth_Habit,Growth_Rate,Height_Mature_feet,Lifespan,Toxicity,Temperature_Minimum_F,Bloom_Period,Fruit_Seed_Period_Begin,Fruit_Seed_Period_End,Fruit_Seed_Abundance,has_image
303,quill sedge,CATE3,Carex tenera Dewey,Carex tenera,tenera,Monocot,Cyperaceae,Sedge family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Slow,2.5,Moderate,None,-33,Mid Spring,Spring,Summer,Low,1
304,blue cohosh,CATH2,Caulophyllum thalictroides (L.) Michx.,Caulophyllum thalictroides,thalictroides,Dicot,Berberidaceae,Barberry family,Ranunculales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,2.5,Moderate,None,-33,Mid Summer,Spring,Summer,Low,0
305,twisted sedge,CATO4,Carex torta Boott ex Tuck.,Carex torta,torta,Monocot,Cyperaceae,Sedge family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Slow,2.8,Long,None,-33,Late Spring,Summer,Summer,Low,0
306,threeseeded sedge,CATR10,Carex trisperma Dewey,Carex trisperma,trisperma,Monocot,Cyperaceae,Sedge family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,1.9,Long,None,-33,Late Spring,Summer,Summer,Low,0
307,blunt broom sedge,CATR7,Carex tribuloides Wahlenb.,Carex tribuloides,tribuloides,Monocot,Cyperaceae,Sedge family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Slow,3.0,Moderate,None,-28,Late Spring,Summer,Summer,Low,0
308,hairyfruit sedge,CATR8,Carex trichocarpa Muhl. ex Willd.,Carex trichocarpa,trichocarpa,Monocot,Cyperaceae,Sedge family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Rapid,3.5,Long,None,-33,Late Spring,Summer,Summer,Low,0
309,cattail sedge,CATY,Carex typhina Michx.,Carex typhina,typhina,Monocot,Cyperaceae,Sedge family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,2.0,Long,None,-28,Mid Spring,Spring,Summer,Low,0
310,blister sedge,CAVE6,Carex vesicaria L.,Carex vesicaria,vesicaria,Monocot,Cyperaceae,Sedge family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,3.0,Moderate,None,-38,Late Spring,Summer,Summer,Low,0
311,little green sedge,CAVI5,Carex viridula Michx.,Carex viridula,viridula,Monocot,Cyperaceae,Sedge family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,1.5,Moderate,None,-38,Early Summer,Summer,Fall,Low,1
312,New Jersey tea,CEAM,Ceanothus americanus L.,Ceanothus americanus,americanus,Dicot,Rhamnaceae,Buckthorn family,Rhamnales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub",Slow,3.0,Moderate,None,-28,Late Spring,Summer,Fall,Low,0
313,eastern redbud,CECA4,Cercis canadensis L.,Cercis canadensis,canadensis,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Slow,30.0,Short,None,-28,Spring,Spring,Summer,Medium,0
314,Texas redbud,CECAT,Cercis canadensis L. var. texensis (S. Watson) M. Hopkins,Cercis canadensis var. texensis,canadensis,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Rapid,12.0,Short,None,-8,Early Spring,Summer,Fall,High,0
315,whitethorn ceanothus,CECO,Ceanothus cordulatus Kellogg,Ceanothus cordulatus,cordulatus,Dicot,Rhamnaceae,Buckthorn family,Rhamnales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Slow,8.0,Long,None,-23,Early Summer,Summer,Fall,High,0
316,buckbrush,CECU,Ceanothus cuneatus (Hook.) Nutt.,Ceanothus cuneatus,cuneatus,Dicot,Rhamnaceae,Buckthorn family,Rhamnales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,11.0,Long,None,-13,Early Summer,Summer,Fall,High,0
317,desert ceanothus,CEGR,Ceanothus greggii A. Gray,Ceanothus greggii,greggii,Dicot,Rhamnaceae,Buckthorn family,Rhamnales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,7.0,Moderate,None,-13,Early Spring,Spring,Spring,Medium,0
318,deerbrush,CEIN3,Ceanothus integerrimus Hook. & Arn.,Ceanothus integerrimus,integerrimus,Dicot,Rhamnaceae,Buckthorn family,Rhamnales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,13.0,Long,None,-13,Late Spring,Summer,Summer,Medium,0
319,netleaf hackberry,CELAR,Celtis laevigata Willd. var. reticulata (Torr.) L.D. Benson,Celtis laevigata var. reticulata,laevigata,Dicot,Ulmaceae,Elm family,Urticales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Rapid,20.0,Moderate,None,-42,Mid Spring,Spring,Fall,High,0
320,curl-leaf mountain mahogany,CELE3,Cercocarpus ledifolius Nutt.,Cercocarpus ledifolius,ledifolius,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,20.0,Long,Slight,-47,Early Spring,Spring,Fall,High,1
321,bigpod ceanothus,CEME,Ceanothus megacarpus Nutt.,Ceanothus megacarpus,megacarpus,Dicot,Rhamnaceae,Buckthorn family,Rhamnales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,13.0,Moderate,None,24,Late Winter,Spring,Fall,High,0
322,alderleaf mountain mahogany,CEMO2,Cercocarpus montanus Raf.,Cercocarpus montanus,montanus,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Slow,15.0,Long,Moderate,-41,Late Spring,Summer,Fall,Medium,0
323,common hackberry,CEOC,Celtis occidentalis L.,Celtis occidentalis,occidentalis,Dicot,Ulmaceae,Elm family,Urticales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Rapid,60.0,Moderate,None,-47,Mid Spring,Summer,Fall,High,0
324,Oriental bittersweet,CEOR7,Celastrus orbiculatus Thunb.,Celastrus orbiculatus,orbiculatus,Dicot,Celastraceae,Bittersweet family,Celastrales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Vine,Rapid,30.0,Moderate,None,-38,Spring,Summer,Fall,High,1
325,wartleaf ceanothus,CEPA2,Ceanothus papillosus Torr. & A. Gray,Ceanothus papillosus,papillosus,Dicot,Rhamnaceae,Buckthorn family,Rhamnales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,16.0,Moderate,None,24,Early Spring,Summer,Fall,High,0
326,prostrate ceanothus,CEPR,Ceanothus prostratus Benth.,Ceanothus prostratus,prostratus,Dicot,Rhamnaceae,Buckthorn family,Rhamnales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Shrub, Subshrub",Slow,0.5,Long,None,-23,Early Spring,Spring,Summer,Low,0
327,redstem ceanothus,CESA,Ceanothus sanguineus Pursh,Ceanothus sanguineus,sanguineus,Dicot,Rhamnaceae,Buckthorn family,Rhamnales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Slow,10.0,Moderate,None,-13,Mid Spring,Summer,Fall,Medium,0
328,American bittersweet,CESC,Celastrus scandens L.,Celastrus scandens,scandens,Dicot,Celastraceae,Bittersweet family,Celastrales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Vine,Rapid,15.0,Moderate,None,-38,Spring,Summer,Fall,High,0
329,snowbrush ceanothus,CEVE,Ceanothus velutinus Douglas ex Hook.,Ceanothus velutinus,velutinus,Dicot,Rhamnaceae,Buckthorn family,Rhamnales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,10.0,Moderate,None,-23,Early Summer,Summer,Fall,High,0
330,Douglas' dustymaiden,CHDO,Chaenactis douglasii (Hook.) Hook. & Arn.,Chaenactis douglasii,douglasii,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,"Biennial, Perennial",Forb/herb,Moderate,1.6,Short,None,-38,Early Summer,Summer,Fall,Medium,0
331,Rhodes grass,CHGA2,Chloris gayana Kunth,Chloris gayana,gayana,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,3.0,Moderate,None,-8,Late Summer,Fall,Fall,High,0
332,Maule's quince,CHJA2,Chaenomeles japonica (Thunb.) Lindl. ex Spach,Chaenomeles japonica,japonica,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Rapid,8.0,Moderate,None,-43,Early Spring,Spring,Summer,,0
333,desert willow,CHLI2,Chilopsis linearis (Cav.) Sweet,Chilopsis linearis,linearis,Dicot,Bignoniaceae,Trumpet-creeper family,Scrophulariales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Rapid,25.0,Short,None,-23,Late Spring,Summer,Fall,Medium,0
334,desert sweet,CHMI2,Chamaebatiaria millefolium (Torr.) Maxim.,Chamaebatiaria millefolium,millefolium,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,6.0,Moderate,None,-23,Mid Summer,Summer,Fall,High,2
335,red goosefoot,CHRU,Chenopodium rubrum L.,Chenopodium rubrum,rubrum,Dicot,Chenopodiaceae,Goosefoot family,Caryophyllales,Caryophyllidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Annual,Forb/herb,Rapid,3.0,,,52,Late Summer,Summer,Summer,High,0
336,longleaf woodoats,CHSE2,Chasmanthium sessiliflorum (Poir.) Yates,Chasmanthium sessiliflorum,sessiliflorum,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,5.0,Moderate,None,-3,Late Summer,Summer,Fall,Medium,1
337,yellow rabbitbrush,CHVI8,Chrysothamnus viscidiflorus (Hook.) Nutt.,Chrysothamnus viscidiflorus,viscidiflorus,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,3.0,Short,None,-23,Spring,Summer,Fall,High,0
338,Chamisso's manfern,CICH,Cibotium chamissoi Kaulf.,Cibotium chamissoi,chamissoi,Fern,Dicksoniaceae,Tree Fern family,Polypodiales,,Filicopsida,,Pteridophyta,,Tracheobionta,Plantae,Perennial,Tree,Slow,10.0,Short,None,40,Indeterminate,Year Round,Year Round,High,0
339,hapu'u,CIGL,Cibotium glaucum (Sm.) Hook. & Arn.,Cibotium glaucum,glaucum,Fern,Dicksoniaceae,Tree Fern family,Polypodiales,,Filicopsida,,Pteridophyta,,Tracheobionta,Plantae,Perennial,Tree,Slow,8.0,Short,None,40,Indeterminate,Year Round,Year Round,High,0
340,chicory,CIIN,Cichorium intybus L.,Cichorium intybus,intybus,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,"Biennial, Perennial",Forb/herb,Rapid,2.0,Short,None,-43,Mid Summer,Summer,Fall,Medium,0
341,drooping woodreed,CILA2,Cinna latifolia (Trevis. ex Goepp.) Griseb.,Cinna latifolia,latifolia,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,4.5,Moderate,None,-38,Mid Summer,Summer,Summer,Medium,0
342,coastal sweetpepperbush,CLAL3,Clethra alnifolia L.,Clethra alnifolia,alnifolia,Dicot,Clethraceae,Clethra family,Ericales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,16.0,Moderate,None,-23,Summer,Summer,Fall,Low,0
343,western white clematis,CLLI2,Clematis ligusticifolia Nutt.,Clematis ligusticifolia,ligusticifolia,Dicot,Ranunculaceae,Buttercup family,Ranunculales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Vine,Moderate,1.0,Long,None,-38,Mid Summer,Summer,Fall,Low,0
344,miner's lettuce,CLPE,Claytonia perfoliata Donn ex Willd.,Claytonia perfoliata,perfoliata,Dicot,Portulacaceae,Purslane family,Caryophyllales,Caryophyllidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,"Annual, Perennial",Forb/herb,Rapid,1.0,Short,None,52,Mid Spring,Spring,Spring,Low,0
345,Siberian springbeauty,CLSIS,Claytonia sibirica L. var. sibirica,Claytonia sibirica var. sibirica,sibirica,Dicot,Portulacaceae,Purslane family,Caryophyllales,Caryophyllidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,"Annual, Perennial",Forb/herb,Moderate,1.4,Short,None,-43,Mid Spring,Spring,Summer,Medium,1
346,Peking cotoneaster,COAC2,Cotoneaster acutifolius Turcz.,Cotoneaster acutifolius,acutifolius,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,13.0,Long,None,-38,Mid Spring,Summer,Fall,High,0
347,alternateleaf dogwood,COAL2,Cornus alternifolia L. f.,Cornus alternifolia,alternifolia,Dicot,Cornaceae,Dogwood family,Cornales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,25.0,Moderate,None,-47,Mid Spring,Summer,Fall,Medium,0
348,bunchberry dogwood,COCA13,Cornus canadensis L.,Cornus canadensis,canadensis,Dicot,Cornaceae,Dogwood family,Cornales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub, Forb/herb",Slow,0.5,Long,None,-28,Late Spring,Summer,Fall,Low,0
349,Sierra fumewort,COCA15,Corydalis caseana A. Gray,Corydalis caseana,caseana,Dicot,Fumariaceae,Fumitory family,Papaverales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,3.0,Moderate,Moderate,-46,Late Spring,Summer,Summer,High,1
350,beaked hazelnut,COCO6,Corylus cornuta Marshall,Corylus cornuta,cornuta,Dicot,Betulaceae,Birch family,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,15.0,Long,None,-47,Early Spring,Summer,Fall,Low,0
351,roughleaf dogwood,CODR,Cornus drummondii C.A. Mey.,Cornus drummondii,drummondii,Dicot,Cornaceae,Dogwood family,Cornales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Rapid,20.0,Long,None,-28,Mid Spring,Summer,Fall,Medium,0
352,flowering dogwood,COFL2,Cornus florida L.,Cornus florida,florida,Dicot,Cornaceae,Dogwood family,Cornales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,30.0,Short,,-28,Early Spring,Spring,Fall,Medium,1
353,yellow fumewort,COFL3,Corydalis flavula (Raf.) DC.,Corydalis flavula,flavula,Dicot,Fumariaceae,Fumitory family,Papaverales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Annual,Forb/herb,Rapid,1.5,,Slight,-18,Mid Spring,Spring,Spring,High,0
354,rockspray cotoneaster,COHO80,Cotoneaster horizontalis Decne.,Cotoneaster horizontalis,horizontalis,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Rapid,4.0,Moderate,None,-28,Spring,Summer,Fall,Medium,0
355,European lily of the valley,COMA7,Convallaria majalis L.,Convallaria majalis,majalis,Monocot,Liliaceae,Lily family,Liliales,Liliidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Slow,0.8,Moderate,None,-33,Summer,,,,0
356,Pacific dogwood,CONU4,Cornus nuttallii Audubon ex Torr. & A. Gray,Cornus nuttallii,nuttallii,Dicot,Cornaceae,Dogwood family,Cornales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Tree,Moderate,50.0,Long,None,-25,Mid Spring,Summer,Fall,High,0
357,sweet fern,COPE80,Comptonia peregrina (L.) J.M. Coult.,Comptonia peregrina,peregrina,Dicot,Myricaceae,Bayberry family,Myricales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub",Slow,2.0,Moderate,None,-38,Spring,Summer,Fall,Low,0
358,blackbrush,CORA,Coleogyne ramosissima Torr.,Coleogyne ramosissima,ramosissima,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Slow,6.0,Long,None,-18,Mid Spring,Spring,Summer,Medium,0
359,bushy bird's beak,CORA5,Cordylanthus ramosus Nutt. ex Benth.,Cordylanthus ramosus,ramosus,Dicot,Scrophulariaceae,Figwort family,Scrophulariales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Annual,Forb/herb,Rapid,1.0,,None,52,Summer,Summer,Summer,Medium,0
360,gray dogwood,CORA6,Cornus racemosa Lam.,Cornus racemosa,racemosa,Dicot,Cornaceae,Dogwood family,Cornales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,10.0,Moderate,None,-47,Late Spring,Spring,Fall,Medium,0
361,redosier dogwood,COSES,Cornus sericea L. ssp. sericea,Cornus sericea ssp. sericea,sericea,Dicot,Cornaceae,Dogwood family,Cornales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,12.0,Moderate,None,-38,Spring,Summer,Summer,Low,0
362,tapertip hawksbeard,CRAC2,Crepis acuminata Nutt.,Crepis acuminata,acuminata,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,3.0,Short,None,-38,Early Summer,Summer,Fall,Medium,1
363,may hawthorn,CRAE,Crataegus aestivalis (Walter) Torr. & A. Gray,Crataegus aestivalis,aestivalis,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Slow,26.0,Moderate,None,-8,Mid Spring,Spring,Summer,Medium,1
364,cockspur hawthorn,CRCR2,Crataegus crus-galli L.,Crataegus crus-galli,crus-galli,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,30.0,Long,None,-33,Late Spring,Summer,Fall,High,0
365,black hawthorn,CRDO2,Crataegus douglasii Lindl.,Crataegus douglasii,douglasii,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,15.0,Moderate,None,-47,Mid Spring,Spring,Fall,Medium,0
366,cerro hawthorn,CRER,Crataegus erythropoda Ashe,Crataegus erythropoda,erythropoda,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Slow,16.0,Short,None,-50,Late Spring,Summer,Winter,Medium,0
367,oneseed hawthorn,CRMO3,Crataegus monogyna Jacq.,Crataegus monogyna,monogyna,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Slow,20.0,Moderate,None,-23,Mid Spring,Summer,Fall,High,0
368,Modoc hawksbeard,CRMO4,Crepis modocensis Greene,Crepis modocensis,modocensis,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,1.4,Moderate,None,-28,Late Spring,Summer,Summer,Medium,0
369,largeflower hawksbeard,CROC,Crepis occidentalis Nutt.,Crepis occidentalis,occidentalis,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,"Annual, Perennial",Forb/herb,Moderate,0.9,Moderate,None,-23,Late Spring,Spring,Summer,Medium,0
370,Washington hawthorn,CRPH,Crataegus phaenopyrum (L. f.) Medik.,Crataegus phaenopyrum,phaenopyrum,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,30.0,Long,None,-33,Mid Spring,Summer,Fall,Medium,0
371,showy rattlebox,CRSP2,Crotalaria spectabilis Roth,Crotalaria spectabilis,spectabilis,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Annual,Forb/herb,Rapid,5.0,,Moderate,7,Mid Summer,Summer,Fall,High,1
372,Missouri gourd,CUFO,Cucurbita foetidissima Kunth,Cucurbita foetidissima,foetidissima,Dicot,Cucurbitaceae,Cucumber family,Violales,Dilleniidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Vine, Forb/herb",Rapid,1.0,Moderate,None,-20,Summer,Summer,Fall,High,0
373,Bermudagrass,CYDA,Cynodon dactylon (L.) Pers.,Cynodon dactylon,dactylon,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Rapid,1.4,Long,None,-8,Mid Spring,Summer,Summer,Low,0
374,Scotch broom,CYSC4,Cytisus scoparius (L.) Link,Cytisus scoparius,scoparius,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Rapid,7.0,Moderate,None,-13,Spring,Spring,Summer,High,0
375,California oatgrass,DACA3,Danthonia californica Bol.,Danthonia californica,californica,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,2.0,Short,None,17,Early Spring,Spring,Spring,Medium,1
376,flattened oatgrass,DACO,Danthonia compressa Austin,Danthonia compressa,compressa,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,2.4,Moderate,None,-33,Late Spring,Summer,Summer,Low,0
377,featherplume,DAFO,Dalea formosa Torr.,Dalea formosa,formosa,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub",Slow,3.0,Long,None,-13,Indeterminate,Spring,Fall,Medium,0
378,orchardgrass,DAGL,Dactylis glomerata L.,Dactylis glomerata,glomerata,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,3.0,Moderate,None,-33,Mid Spring,Spring,Summer,High,0
379,timber oatgrass,DAIN,Danthonia intermedia Vasey,Danthonia intermedia,intermedia,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,1.5,Short,None,-33,Late Spring,Summer,Summer,High,0
